1951-State,1951-District ,1961-State,1961-District ,1971-State ,1971-District ,1981-State,1981-District,1991-State,1991-District,2001-State,2001-District,2011-State,2011-District,2024-State,2024-District
Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Kendrapara,Odisha,Kendrapara,Odisha,Kendrapara
Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Jagatsinghapur,Odisha,Jagatsinghapur,Odisha,Jagatsinghapur
Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Odisha,Cuttack,Odisha,Cuttack
Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Orissa,Jajapur,Odisha,Jajapur,Odisha,Jajapur
Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,Odisha,Dhenkanal,Odisha,Dhenkanal
Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Anugul,Odisha,Anugul,Odisha,Anugul
Orissa,Phulbani,Orissa,Baudh Khondmals,Orissa,Baudh Khondmals,Orissa,Phulabani,Orissa,Phulabani,Orissa,Kandhamal,Odisha,Kandhamal,Odisha,Kandhamal
Orissa,Phulbani,Orissa,Baudh Khondmals,Orissa,Baudh Khondmals,Orissa,Phulabani,Orissa,Phulabani,Orissa,Baudh,Odisha,Baudh,Odisha,Baudh
Orissa,Bolangir,Orissa,Bolangir,Orissa,Bolangir,Orissa,Balangir,Orissa,Balangir,Orissa,Sonapur,Odisha,Subarnapur,Odisha,Subarnapur
Orissa,Bolangir,Orissa,Bolangir,Orissa,Bolangir,Orissa,Balangir,Orissa,Balangir,Orissa,Balangir,Odisha,Balangir,Odisha,Balangir
Orissa,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,Orissa,Nuapada,Odisha,Nuapada,Odisha,Nuapada
Orissa,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,Orissa,Kalahandi,Odisha,Kalahandi,Odisha,Kalahandi
Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Rayagada,Odisha,Rayagada,Odisha,Rayagada
Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Nabarangapur,Odisha,Nabarangapur,Odisha,Nabarangapur
Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Odisha,Koraput,Odisha,Koraput
Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Koraput,Orissa,Malkangiri,Odisha,Malkangiri,Odisha,Malkangiri
Orissa,Ganjam,Orissa,Ganjam,Orissa,Ganjam,Orissa,Ganjam,Orissa,Ganjam,Orissa,Ganjam,Odisha,Ganjam,Odisha,Ganjam
Orissa,Ganjam,Orissa,Ganjam,Orissa,Ganjam,Orissa,Ganjam,Orissa,Ganjam,Orissa,Gajapati,Odisha,Gajapati,Odisha,Gajapati
Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Nayagarh,Odisha,Nayagarh,Odisha,Nayagarh
Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Khordha,Odisha,Khordha,Odisha,Khordha
Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Puri,Orissa,Puri,Odisha,Puri,Odisha,Puri
French Terrtories,Pondicherry,Pondicherry,Pondicherry,Pondicherry,Pondicherry,Pondicherry,Pondicherry,Pondicherry,Pondicherry,Pondicherry,Pondicherry,Puducherry,Puducherry,Puducherry,Puducherry
French Terrtories,Karaikal,Pondicherry,Karaikal,Pondicherry,Karaikal,Pondicherry,Karaikal,Pondicherry,Karaikal,Pondicherry,Karaikal,Puducherry,Karaikal,Puducherry,Karaikal
French Terrtories,Mahe,Pondicherry,Mahe,Pondicherry,Mahe,Pondicherry,Mahe,Pondicherry,Mahe,Pondicherry,Mahe,Puducherry,Mahe,Puducherry,Mahe
French Terrtories,Yanam,Pondicherry,Yanam,Pondicherry,Yanam,Pondicherry,Yanam,Pondicherry,Yanam,Pondicherry,Yanam,Puducherry,Yanam,Puducherry,Yanam
Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur
Patial and East Punjab States Union,Kapurthala,Punjab,Kapurthala,Punjab,Kapurthala,Punjab,Kapurthala,Punjab,Kapurthala,Punjab,Kapurthala,Punjab,Kapurthala,Punjab,Kapurthala
Punjab,Jullundur,Punjab,Jullundur,Punjab,Jullundur,Punjab,Jalandhar,Punjab,Jalandhar,Punjab,Jalandhar,Punjab,Jalandhar,Punjab,Jalandhar
Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur
Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Nawanshahr,Punjab,Shahid Bhagat Singh Nagar,Punjab,Shahid Bhagat Singh Nagar
Punjab,Jullundur,Punjab,Jullundur,Punjab,Jullundur,Punjab,Jalandhar,Punjab,Jalandhar,Punjab,Nawanshahr,Punjab,Shahid Bhagat Singh Nagar,Punjab,Shahid Bhagat Singh Nagar
Patial and East Punjab States Union,Fatehgarh Sahib,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Fatehgarh Sahib,Punjab,Fatehgarh Sahib,Punjab,Fatehgarh Sahib
Punjab,Ludhiana,Punjab,Ludhiana,Punjab,Ludhiana,Punjab,Ludhiana,Punjab,Ludhiana,Punjab,Ludhiana,Punjab,Ludhiana,Punjab,Ludhiana
Patial and East Punjab States Union,Bhatinda,Punjab,Bhatinda,Punjab,Bhatinda,Punjab,Faridkot,Punjab,Faridkot,Punjab,Moga,Punjab,Moga,Punjab,Moga
Punjab,Ferozepur,Punjab,Ferozepur,Punjab,Firozpur,Punjab,Faridkot,Punjab,Faridkot,Punjab,Faridkot,Punjab,Faridkot,Punjab,Faridkot
Punjab,Ferozepur,Punjab,Ferozepur,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur
Patial and East Punjab States Union,Bhatinda,Punjab,Bhatinda,Punjab,Bhatinda,Punjab,Faridkot,Punjab,Faridkot,Punjab,Muktsar,Punjab,Muktsar,Punjab,Sri Muktsar Sahib
Patial and East Punjab States Union,Bhatinda,Punjab,Bhatinda,Punjab,Bhatinda,Punjab,Faridkot,Punjab,Faridkot,Punjab,Faridkot,Punjab,Faridkot,Punjab,Faridkot
Patial and East Punjab States Union,Bhatinda,Punjab,Bhatinda,Punjab,Bhatinda,Punjab,Bathinda,Punjab,Bathinda,Punjab,Bathinda,Punjab,Bathinda,Punjab,Bathinda
Patial and East Punjab States Union,Bhatinda,Punjab,Bhatinda,Punjab,Bhatinda,Punjab,Bathinda,Punjab,Bathinda,Punjab,Mansa,Punjab,Mansa,Punjab,Mansa
Patial and East Punjab States Union,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala
Patial and East Punjab States Union,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Patiala,Punjab,Sahibzada Ajit Singh Nagar,Punjab,Sahibzada Ajit Singh Nagar
Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar
Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Amritsar,Punjab,Tarn Taran,Punjab,Tarn Taran
Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Ropar,Punjab,Rupnagar,Punjab,Rupnagar,Punjab,Rupnagar,Punjab,Rupnagar,Punjab,Rupnagar
Punjab,Hoshiarpur,Punjab,Hoshiarpur,Punjab,Ropar,Punjab,Rupnagar,Punjab,Rupnagar,Punjab,Rupnagar,Punjab,Sahibzada Ajit Singh Nagar,Punjab,Sahibzada Ajit Singh Nagar
Patial and East Punjab States Union,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur
Patial and East Punjab States Union,Barnala,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Barnala,Punjab,Barnala
Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Gurdaspur,Punjab,Pathankot
Punjab,Ferozepur,Punjab,Ferozepur,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur,Punjab,Firozpur,Punjab,Fazilka
Patial and East Punjab States Union,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Sangrur,Punjab,Malerkotla
Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar
Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Ganganagar,Rajasthan,Hanumangarh,Rajasthan,Hanumangarh,Rajasthan,Hanumangarh
Rajasthan,Bikaner,Rajasthan,Bikaner,Rajasthan,Bikaner,Rajasthan,Bikaner,Rajasthan,Bikaner,Rajasthan,Bikaner,Rajasthan,Bikaner,Rajasthan,Bikaner
Rajasthan,Churu,Rajasthan,Churu,Rajasthan,Churu,Rajasthan,Churu,Rajasthan,Churu,Rajasthan,Churu,Rajasthan,Churu,Rajasthan,Churu
Rajasthan,Jhunjhunu,Rajasthan,Jhunjhunu,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun,Rajasthan,Jhunjhunun
Rajasthan,Alwar,Rajasthan,Alwar,Rajasthan,Alwar,Rajasthan,Alwar,Rajasthan,Alwar,Rajasthan,Alwar,Rajasthan,Alwar,Rajasthan,Alwar
Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur
Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Bharatpur,Rajasthan,Dhaulpur,Rajasthan,Dhaulpur,Rajasthan,Dhaulpur,Rajasthan,Dhaulpur
Rajasthan,Swai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Karauli,Rajasthan,Karauli,Rajasthan,Karauli
Rajasthan,Swai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur,Rajasthan,Sawai Madhopur
Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Dausa,Rajasthan,Dausa,Rajasthan,Dausa
Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur,Rajasthan,Jaipur
Rajasthan,Sikar,Rajasthan,Sikar,Rajasthan,Sikar,Rajasthan,Sikar,Rajasthan,Sikar,Rajasthan,Sikar,Rajasthan,Sikar,Rajasthan,Sikar
Rajasthan,Nagaur,Rajasthan,Nagaur,Rajasthan,Nagaur,Rajasthan,Nagaur,Rajasthan,Nagaur,Rajasthan,Nagaur,Rajasthan,Nagaur,Rajasthan,Nagaur
Rajasthan,Jodhpur,Rajasthan,Jodhpur,Rajasthan,Jodhpur,Rajasthan,Jodhpur,Rajasthan,Jodhpur,Rajasthan,Jodhpur,Rajasthan,Jodhpur,Rajasthan,Jodhpur
Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer,Rajasthan,Jaisalmer
Rajasthan,Barmer,Rajasthan,Barmer,Rajasthan,Barmer,Rajasthan,Barmer,Rajasthan,Barmer,Rajasthan,Barmer,Rajasthan,Barmer,Rajasthan,Barmer
Rajasthan,Jalore,Rajasthan,Jalor,Rajasthan,Jalor,Rajasthan,Jalor,Rajasthan,Jalor,Rajasthan,Jalor,Rajasthan,Jalor,Rajasthan,Jalor
Rajasthan,Sirohi,Rajasthan,Sirohi,Rajasthan,Sirohi,Rajasthan,Sirohi,Rajasthan,Sirohi,Rajasthan,Sirohi,Rajasthan,Sirohi,Rajasthan,Sirohi
Rajasthan,Pali,Rajasthan,Pali,Rajasthan,Pali,Rajasthan,Pali,Rajasthan,Pali,Rajasthan,Pali,Rajasthan,Pali,Rajasthan,Pali
Ajmer,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer
Ajmer,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer,Rajasthan,Ajmer
Rajasthan,Tonk,Rajasthan,Tonk,Rajasthan,Tonk,Rajasthan,Tonk,Rajasthan,Tonk,Rajasthan,Tonk,Rajasthan,Tonk,Rajasthan,Tonk
Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi,Rajasthan,Bundi
Rajasthan,Bhilwara,Rajasthan,Bhilwara,Rajasthan,Bhilwara,Rajasthan,Bhilwara,Rajasthan,Bhilwara,Rajasthan,Bhilwara,Rajasthan,Bhilwara,Rajasthan,Bhilwara
Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Rajsamand,Rajasthan,Rajsamand,Rajasthan,Rajsamand
Rajasthan,Dungarpur,Rajasthan,Dungarpur,Rajasthan,Dungarpur,Rajasthan,Dungarpur,Rajasthan,Dungarpur,Rajasthan,Dungarpur,Rajasthan,Dungarpur,Rajasthan,Dungarpur
Rajasthan,Banswara,Rajasthan,Banswara,Rajasthan,Banswara,Rajasthan,Banswara,Rajasthan,Banswara,Rajasthan,Banswara,Rajasthan,Banswara,Rajasthan,Banswara
Rajasthan,Chittorgarh,Rajasthan,Chitorgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh
Rajasthan,Kotah,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota
Rajasthan,Kotah,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Kota,Rajasthan,Baran,Rajasthan,Baran,Rajasthan,Baran
Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar,Rajasthan,Jhalawar
Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur,Rajasthan,Udaipur
Rajasthan,Chittorgarh,Rajasthan,Chitorgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Chittaurgarh,Rajasthan,Pratapgarh,Rajasthan,Pratapgarh
Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,East District,Sikkim,East District,Sikkim,East,Sikkim,East,Sikkim,Gangtok
Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,West District,Sikkim,West District,Sikkim,West,Sikkim,West,Sikkim,Gyalshing
Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,South District,Sikkim,South District,Sikkim,South,Sikkim,South,Sikkim,Namchi
Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,North District,Sikkim,North District,Sikkim,North,Sikkim,North,Sikkim,Mangan
Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,East District,Sikkim,East District,Sikkim,East,Sikkim,East,Sikkim,Pakyong
Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,Sikkim,West District,Sikkim,West District,Sikkim,West,Sikkim,West,Sikkim,Soreng
Madras,Madras,Madras,Madras,Tamil Nadu,Madras,Tamil Nadu,Madras,Tamil Nadu,Madras,Tamil Nadu,Chennai,Tamil Nadu,Chennai,Tamil Nadu,Chennai
Madras,Chingleput,Madras,Chingleput,Tamil Nadu,Chengalpattu,Tamil Nadu,Chengalpattu,Tamil Nadu,Chengalpattu MGR,Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur,Tamil Nadu,Thiruvallur
Madras,Chingleput,Madras,Chingleput,Tamil Nadu,Chengalpattu,Tamil Nadu,Chengalpattu,Tamil Nadu,Chengalpattu MGR,Tamil Nadu,Kancheepuram,Tamil Nadu,Kancheepuram,Tamil Nadu,Kancheepuram
Madras,North Arcot,Madras,North Arcot,Tamil Nadu,North Arcot,Tamil Nadu,North Arcot,Tamil Nadu,North Arcot Ambedkar,Tamil Nadu,Vellore,Tamil Nadu,Vellore,Tamil Nadu,Vellore
Madras,North Arcot,Madras,North Arcot,Tamil Nadu,North Arcot,Tamil Nadu,North Arcot,Tamil Nadu,Tiruvannamalai Sambuvarayar,Tamil Nadu,Tiruvanamalai,Tamil Nadu,Tiruvannamalai,Tamil Nadu,Tiruvannamalai
Madras,Salem,Madras,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem
Madras,Salem,Madras,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Salem,Tamil Nadu,Namakkal,Tamil Nadu,Namakkal,Tamil Nadu,Namakkal
Madras,Salem,Madras,Salem,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri
Madras,Salem,Madras,Salem,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Dharmapuri,Tamil Nadu,Krishnagiri,Tamil Nadu,Krishnagiri
Madras,South Arcot,Madras,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,Viluppuram,Tamil Nadu,Viluppuram,Tamil Nadu,Viluppuram
Madras,South Arcot,Madras,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,Cuddalore,Tamil Nadu,Cuddalore,Tamil Nadu,Cuddalore
Madras,Tanjore,Madras,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam
Madras,Tanjore,Madras,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur
Madras,Tanjore,Madras,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thiruvarur,Tamil Nadu,Thiruvarur,Tamil Nadu,Thiruvarur
Madras,Tanjore,Madras,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai
Madras,Tiruchirapalli,Madras,Tiruchirapalli,Tamil Nadu,Tiruchirapalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Karur,Tamil Nadu,Karur,Tamil Nadu,Karur
Madras,Tiruchirapalli,Madras,Tiruchirapalli,Tamil Nadu,Tiruchirapalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Tiruchirappalli,Tamil Nadu,Tiruchirappalli
Madras,Tiruchirapalli,Madras,Tiruchirapalli,Tamil Nadu,Tiruchirapalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Perambalur,Tamil Nadu,Perambalur,Tamil Nadu,Perambalur
Madras,Tiruchirapalli,Madras,Tiruchirapalli,Tamil Nadu,Tiruchirapalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Tiruchchirappalli,Tamil Nadu,Perambalur,Tamil Nadu,Ariyalur,Tamil Nadu,Ariyalur
Madras,Tiruchirapalli,Madras,Tiruchirapalli,Tamil Nadu,Tiruchirapalli,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai,Tamil Nadu,Pudukkottai
Madras,Ramanathapuram,Madras,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Pasumpon Muthuramalinga Thevar,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga,Tamil Nadu,Sivaganga
Madras,Ramanathapuram,Madras,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Kamarajar,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar,Tamil Nadu,Virudhunagar
Madras,Ramanathapuram,Madras,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram,Tamil Nadu,Ramanathapuram
Madras,Tirunelveli,Madras,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Chidambaranar,Tamil Nadu,Toothukudi,Tamil Nadu,Thoothukkudi,Tamil Nadu,Thoothukkudi
Madras,Tirunelveli,Madras,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli Kattabomman,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli
Madras,Madurai,Madras,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Dindigul Anna,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul,Tamil Nadu,Dindigul
Madras,Madurai,Madras,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai
Madras,Madurai,Madras,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Madurai,Tamil Nadu,Theni,Tamil Nadu,Theni,Tamil Nadu,Theni
Madras,Coimbatore,Madras,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Periyar,Tamil Nadu,Periyar,Tamil Nadu,Erode,Tamil Nadu,Erode,Tamil Nadu,Erode
Madras,Coimbatore,Madras,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore
Madras,Coimbatore,Madras,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Tiruppur,Tamil Nadu,Tiruppur
Madras,Coimbatore,Madras,Coimbatore,Tamil Nadu,Coimbatore,Tamil Nadu,Periyar,Tamil Nadu,Periyar,Tamil Nadu,Erode,Tamil Nadu,Tiruppur,Tamil Nadu,Tiruppur
Madras,Nilgiris,Madras,Nilgiri,Tamil Nadu,Nilgiris,Tamil Nadu,Nilgiri,Tamil Nadu,Nilgiri,Tamil Nadu,The Nilgiris,Tamil Nadu,The Nilgiris,Tamil Nadu,The Nilgiris
Travancore-Cochin,Trivandrum,Madras,Kanyakumari,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari,Tamil Nadu,Kanniyakumari
Madras,Tirunelveli,Madras,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli Kattabomman,Tamil Nadu,Tirunelveli,Tamil Nadu,Tirunelveli,Tamil Nadu,Tenkasi
Madras,South Arcot,Madras,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,South Arcot,Tamil Nadu,Viluppuram,Tamil Nadu,Viluppuram,Tamil Nadu,Kallakurichi
Madras,North Arcot,Madras,North Arcot,Tamil Nadu,North Arcot,Tamil Nadu,North Arcot,Tamil Nadu,North Arcot Ambedkar,Tamil Nadu,Vellore,Tamil Nadu,Vellore,Tamil Nadu,Tirupattur
Madras,North Arcot,Madras,North Arcot,Tamil Nadu,North Arcot,Tamil Nadu,North Arcot,Tamil Nadu,North Arcot Ambedkar,Tamil Nadu,Vellore,Tamil Nadu,Vellore,Tamil Nadu,Ranipet
Madras,Chingleput,Madras,Chingleput,Tamil Nadu,Chengalpattu,Tamil Nadu,Chengalpattu,Tamil Nadu,Chengalpattu MGR,Tamil Nadu,Kancheepuram,Tamil Nadu,Kancheepuram,Tamil Nadu,Chengalpattu
Madras,Tanjore,Madras,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Thanjavur,Tamil Nadu,Nagapattinam,Tamil Nadu,Nagapattinam,Tamil Nadu,Mayiladuthurai
Hyderabad,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Andhra Pradesh,Adilabad,Telangana,Adilabad
